JP Object Name,Global Object Name,Internal Name,LOD1,LOD1 Hash,LOD2,LOD2 Hash,LOD3,LOD3 Hash,LOD4,LOD4 Hash,Collision,Common (Animation, if existant),Effect,Trait 1,Trait 2,Trait 3,Trait 4,Trait 5,Trait 6,Trait 7,Trait 8,Null Hashes indicate unfound files
ノクト：シャワー,Noct - Shower,ob_6100_0434,object/map_object/ob_6100_0434_l1.ice,d5\1aa99cdf9d038bfc5f82ac3dd23fa5,object/map_object/ob_6100_0434_l2.ice,45\5d00deb793745e458f881d2a8486ec,object/map_object/ob_6100_0434_l3.ice,8f\db9101208e513c72b4b2b3cf5ed66c,object/map_object/ob_6100_0434_l4.ice,,object/map_object/ob_6100_0434_col.ice,4b\3f3ed5d31d998191dbbd3840c32700,object/map_object/ob_6100_0434_com.ice,5a\6ae80bed5c5fcbef3e40e6e25040d3,object/map_object/ob_6100_0434_eff.ice,c8\6e7d155d37440568fb138dde652251,[Furniture],[Fu_Accessory],[SendTakeShower],[0],[0],[Common_1_Effect_12],[0],[0]
ノクト：タペストリー,Noct - Tapestry,ob_6100_0435,object/map_object/ob_6100_0435_l1.ice,95\5a4bd7d458e8d11913704c94e1b7d5,object/map_object/ob_6100_0435_l2.ice,cb\4c5b7f62c1bf3d4102bd3b12046db5,object/map_object/ob_6100_0435_l3.ice,0c\43b2afcb1689f0a05d9ac67cd774be,object/map_object/ob_6100_0435_l4.ice,,object/map_object/ob_6100_0435_col.ice,24\c9045edd3e4d8ac1ea5c51835cdd0c,object/map_object/ob_6100_0435_com.ice,fb\82d7d706ecfb2611961add172a53ef,object/map_object/ob_6100_0435_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access_Collision],[0],[Common_1],[0],[0]
ノクト：タペストリーB,Noct - Tapestry B,ob_6100_0436,object/map_object/ob_6100_0436_l1.ice,51\16c4016015497b3182d58d1cd78b99,object/map_object/ob_6100_0436_l2.ice,ab\e3d3d9b665f929cd41c82f64fa0ea5,object/map_object/ob_6100_0436_l3.ice,7c\4e8bfd14c6964657a806c57ccb6e3f,object/map_object/ob_6100_0436_l4.ice,,object/map_object/ob_6100_0436_col.ice,01\8feb64cf629a5e25beb85a7596bf05,object/map_object/ob_6100_0436_com.ice,42\1389e1480ec97064bfc16bcd7e17ae,object/map_object/ob_6100_0436_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access_Collision],[0],[Common_1],[0],[0]
ノクト：鉢植え,Noct - Potted Plant,ob_6100_0437,object/map_object/ob_6100_0437_l1.ice,25\c9620feeb296cef509cb36aa8aaa94,object/map_object/ob_6100_0437_l2.ice,3a\78e5b235e0e8ef95e0d31b18f29205,object/map_object/ob_6100_0437_l3.ice,0a\12871efb6a4a5c406691d5711d98d4,object/map_object/ob_6100_0437_l4.ice,,object/map_object/ob_6100_0437_col.ice,85\0bb4f8ff66565c043bb6ddc4a7e303,object/map_object/ob_6100_0437_com.ice,b7\2daa30c64885cf8c9b52ee537cbe0f,object/map_object/ob_6100_0437_eff.ice,,[Nature],[Na_Town],[0],[Access],[0],[Common_1],[0],[0]
ノクト：鉢植えB,Noct - Potted Plant B,ob_6100_0438,object/map_object/ob_6100_0438_l1.ice,68\6b340435825c7d8ee1aa52e0820d6e,object/map_object/ob_6100_0438_l2.ice,b0\281275b94e7713eb3eb4bf19b4d04d,object/map_object/ob_6100_0438_l3.ice,59\2c2fd019f5f6abf54be580509c5b17,object/map_object/ob_6100_0438_l4.ice,,object/map_object/ob_6100_0438_col.ice,9c\0d073c7f40cf9a0083d2a0dc9c30b3,object/map_object/ob_6100_0438_com.ice,6e\5e3aef4d4e979940393358333a3744,object/map_object/ob_6100_0438_eff.ice,,[Nature],[Na_Town],[0],[Access],[0],[Common_1],[0],[0]
ノクト：マグカップ,Noct - Mug,ob_6100_0439,object/map_object/ob_6100_0439_l1.ice,3f\46066b02a7672d623a6e6386e41300,object/map_object/ob_6100_0439_l2.ice,44\c9cc628e5de8dc3cae6b9a47f4b154,object/map_object/ob_6100_0439_l3.ice,98\21a4e3f81d25ee9c1c2762eb8eff4c,object/map_object/ob_6100_0439_l4.ice,,object/map_object/ob_6100_0439_col.ice,57\79fdeae730d72450e5814f9efe0a03,object/map_object/ob_6100_0439_com.ice,ac\0ef095619c83c3e4eb7d0c323b40de,object/map_object/ob_6100_0439_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access_Collision],[0],[Common_1],[0],[0]
ノクト：マグカップB,Noct - Mug B,ob_6100_0440,object/map_object/ob_6100_0440_l1.ice,ec\417103cc53254130b7ce84bf6291b4,object/map_object/ob_6100_0440_l2.ice,14\bd523e983dceea8128ab573e4099c1,object/map_object/ob_6100_0440_l3.ice,1b\fb8bef63e0776409b07729da6cc56e,object/map_object/ob_6100_0440_l4.ice,,object/map_object/ob_6100_0440_col.ice,24\c26a797cbba161be3e8d2db530518d,object/map_object/ob_6100_0440_com.ice,0f\70e11b8ccf049f68e0a29a7473d9b8,object/map_object/ob_6100_0440_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access_Collision],[0],[Common_1],[0],[0]
ノクト：スープボウル,Noct - Soup Bowl,ob_6100_0441,object/map_object/ob_6100_0441_l1.ice,4a\417a9c005bd725bb6c6432c1582276,object/map_object/ob_6100_0441_l2.ice,bc\6b5ad8fb6c2158778e16cb945583b0,object/map_object/ob_6100_0441_l3.ice,d7\5160608bba00a549b54a0536dba1d6,object/map_object/ob_6100_0441_l4.ice,,object/map_object/ob_6100_0441_col.ice,dc\bed01885f1d901e12a1017b2c335bb,object/map_object/ob_6100_0441_com.ice,ef\7da35cd7edd58deacd7884154b8573,object/map_object/ob_6100_0441_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access_Collision],[0],[Common_1],[0],[0]
ノクト：重ね皿,Noct - Stack of Plates,ob_6100_0442,object/map_object/ob_6100_0442_l1.ice,52\16d6c2c538cd449e93dfc4f0d9151b,object/map_object/ob_6100_0442_l2.ice,34\3336e025946e669a274c6339ca341c,object/map_object/ob_6100_0442_l3.ice,8f\d8a7f2ce7cd4cdc4f4c24a687f9c90,object/map_object/ob_6100_0442_l4.ice,,object/map_object/ob_6100_0442_col.ice,91\f2bc08d8b8a6a8cf55e7ff85cbaae4,object/map_object/ob_6100_0442_com.ice,ca\dd63a729ca772542f0bfa2845a7789,object/map_object/ob_6100_0442_eff.ice,,[Furniture],[Fu_Accessory],[0],[Access_Collision],[0],[Common_1],[0],[0]
クヴァル：樹木,Kvar - Tree,ob_6100_0389,object/map_object/ob_6100_0389_l1.ice,51\209fb27dde33035e2bca53a8632c19,object/map_object/ob_6100_0389_l2.ice,4b\08425c083393394c503ae441116dd0,object/map_object/ob_6100_0389_l3.ice,e2\298128c7f7b80b829d0e69524691b3,object/map_object/ob_6100_0389_l4.ice,,object/map_object/ob_6100_0389_col.ice,80\35558ba815a7c108620aa14fb6532e,object/map_object/ob_6100_0389_com.ice,3d\5f5c17360600bd0906d31212190e85,object/map_object/ob_6100_0389_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：樹木B,Kvar - Tree B,ob_6100_0390,object/map_object/ob_6100_0390_l1.ice,35\55034dea2848d1bbc5d43b678decc4,object/map_object/ob_6100_0390_l2.ice,d4\507844b65a4cea1c4bf9b2e94166b2,object/map_object/ob_6100_0390_l3.ice,d1\0351d4ec85630c196289b5696a11c8,object/map_object/ob_6100_0390_l4.ice,,object/map_object/ob_6100_0390_col.ice,fe\0afc8b2e9d4351f1c7523112cb6c78,object/map_object/ob_6100_0390_com.ice,ad\cc19158c3f8fd35ccb7afc86528444,object/map_object/ob_6100_0390_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：樹木C,Kvar - Tree C,ob_6100_0391,object/map_object/ob_6100_0391_l1.ice,99\8c55058857314e1c58ed3feebc7924,object/map_object/ob_6100_0391_l2.ice,ff\88e37bc598ab61bd0823b02a9318b8,object/map_object/ob_6100_0391_l3.ice,bf\04e55136bac18a27624f1e3b21a923,object/map_object/ob_6100_0391_l4.ice,,object/map_object/ob_6100_0391_col.ice,05\0b86d7887f26bf65b5cba85785231b,object/map_object/ob_6100_0391_com.ice,99\ff2ff1c8846c7a9e3838415a7815d0,object/map_object/ob_6100_0391_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：樹木D,Kvar - Tree D,ob_6100_0392,object/map_object/ob_6100_0392_l1.ice,fc\4bdbd1b61d170b44eb992796162682,object/map_object/ob_6100_0392_l2.ice,87\53d4215d72a059a8146011bee6021b,object/map_object/ob_6100_0392_l3.ice,67\14c67dfb52f20d022c408546ee4e2e,object/map_object/ob_6100_0392_l4.ice,,object/map_object/ob_6100_0392_col.ice,fa\5b7e62e5131b9caa46f0984e8cc006,object/map_object/ob_6100_0392_com.ice,a8\083cb657c2c7af78101fa30f5a91db,object/map_object/ob_6100_0392_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：低木,Kvar - Shrub,ob_6100_0393,object/map_object/ob_6100_0393_l1.ice,81\1fd9677aa4e115bae930bc13758e7c,object/map_object/ob_6100_0393_l2.ice,1d\fdb72a05b965665282f72a1b45eecc,object/map_object/ob_6100_0393_l3.ice,cb\a17aaaff997ded6a1f13a8b8a934a4,object/map_object/ob_6100_0393_l4.ice,,object/map_object/ob_6100_0393_col.ice,fa\4ca18382da689e4b8d505e907d9ed7,object/map_object/ob_6100_0393_com.ice,ba\1097b4509072a15ee06d5ba7bd0631,object/map_object/ob_6100_0393_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：草,Kvar - Grass,ob_6100_0394,object/map_object/ob_6100_0394_l1.ice,86\97260b9efed7f15ea941a1dc2d73c4,object/map_object/ob_6100_0394_l2.ice,6a\eb145ec5afe9def9efa73d93519b6b,object/map_object/ob_6100_0394_l3.ice,d2\71fed7dbe7c873a21bcb82c456c6b7,object/map_object/ob_6100_0394_l4.ice,,object/map_object/ob_6100_0394_col.ice,9a\e6510f06ad4a9f9eb4251d064c8c8d,object/map_object/ob_6100_0394_com.ice,95\112c759f6a0bf6bf83e601bcf4fab0,object/map_object/ob_6100_0394_eff.ice,,[Nature],[Na_Outdoor],[0],[Access_Collision],[0],[Common_1],[0],[0]
クヴァル：草B,Kvar - Grass B,ob_6100_0395,object/map_object/ob_6100_0395_l1.ice,13\180c5fcdbfbb36387a5a49f1f68c86,object/map_object/ob_6100_0395_l2.ice,28\0c8335993ee2a8557d6f71a45e642b,object/map_object/ob_6100_0395_l3.ice,de\29c11d90c8eb6cfcb05a30091437f1,object/map_object/ob_6100_0395_l4.ice,,object/map_object/ob_6100_0395_col.ice,08\a2fd0fde1dae7104f7318a47b05357,object/map_object/ob_6100_0395_com.ice,bd\eb8d40aa570b44cb49d15e5d22a3b9,object/map_object/ob_6100_0395_eff.ice,,[Nature],[Na_Outdoor],[0],[Access_Collision],[0],[Common_1],[0],[0]
クヴァル：草C,Kvar - Grass C,ob_6100_0396,object/map_object/ob_6100_0396_l1.ice,00\a6737943df062fdc31ca6206ea33cc,object/map_object/ob_6100_0396_l2.ice,21\b7eaa5113ab318c08773fa512cecff,object/map_object/ob_6100_0396_l3.ice,51\c5c79ce7e54431ae7dc081e673c4d9,object/map_object/ob_6100_0396_l4.ice,,object/map_object/ob_6100_0396_col.ice,41\863b9cc58f0cfeaf13f7c9acc05941,object/map_object/ob_6100_0396_com.ice,6d\445e6bc4d5627a95b4ed7ef97269bd,object/map_object/ob_6100_0396_eff.ice,,[Nature],[Na_Outdoor],[0],[Access_Collision],[0],[Common_1],[0],[0]
クヴァル：草D,Kvar - Grass D,ob_6100_0397,object/map_object/ob_6100_0397_l1.ice,24\a14c4e7de1ead3277d5200cfa3469d,object/map_object/ob_6100_0397_l2.ice,ca\c9fc3e32a693fc4b0794cf25a34b00,object/map_object/ob_6100_0397_l3.ice,8f\0650f815698b9fee67037ca39cf429,object/map_object/ob_6100_0397_l4.ice,,object/map_object/ob_6100_0397_col.ice,de\909f45a97883fca1272647989ea50d,object/map_object/ob_6100_0397_com.ice,c9\d63a4b900c391fef4cb08bd5e3bbbc,object/map_object/ob_6100_0397_eff.ice,,[Nature],[Na_Outdoor],[0],[Access_Collision],[0],[Common_1],[0],[0]
クヴァル：花,Kvar - Flower,ob_6100_0398,object/map_object/ob_6100_0398_l1.ice,d4\209c20ec32c6d1a0c05985c11c37f6,object/map_object/ob_6100_0398_l2.ice,e8\db509d2d456b2bdfb19886110c06aa,object/map_object/ob_6100_0398_l3.ice,d7\dd0a0e56c8eae751d67400ec5c984f,object/map_object/ob_6100_0398_l4.ice,,object/map_object/ob_6100_0398_col.ice,f0\0da944b37f707fc6c124b82f0bcd90,object/map_object/ob_6100_0398_com.ice,e4\9157293872f52a0b44b055ecf13989,object/map_object/ob_6100_0398_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：岩群,Kvar - Rocks,ob_6100_0399,object/map_object/ob_6100_0399_l1.ice,bd\50aa5857b37b4f4a785780a6336390,object/map_object/ob_6100_0399_l2.ice,42\5403166ba4f45c7a6ef51c4f88444f,object/map_object/ob_6100_0399_l3.ice,fe\ac765802e29eff25454d6a7f32da5a,object/map_object/ob_6100_0399_l4.ice,,object/map_object/ob_6100_0399_col.ice,83\2d3fa99b23b736d109d8967f648273,object/map_object/ob_6100_0399_com.ice,23\796cb480d0be541d785604941205b7,object/map_object/ob_6100_0399_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：岩,Kvar - Rock,ob_6100_0414,object/map_object/ob_6100_0414_l1.ice,f7\db217828a57324330b4e8daf04e9ab,object/map_object/ob_6100_0414_l2.ice,be\25fc99252842024d6aae2a202838a6,object/map_object/ob_6100_0414_l3.ice,c9\cc413b982bdd1349240ed83cfd5d3f,object/map_object/ob_6100_0414_l4.ice,,object/map_object/ob_6100_0414_col.ice,22\35f2aa1d6d4f37237a9124b8fee21e,object/map_object/ob_6100_0414_com.ice,9c\461135644a9eeb96693022cb210250,object/map_object/ob_6100_0414_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：巨岩,Kvar - Boulder,ob_6100_0400,object/map_object/ob_6100_0400_l1.ice,e6\17c41327bd2e2fc1c9a8b298d44f09,object/map_object/ob_6100_0400_l2.ice,d3\3c30c5b5769703abadaa2bd15d2b99,object/map_object/ob_6100_0400_l3.ice,3d\89b71b4b29f026782289cc2e39206b,object/map_object/ob_6100_0400_l4.ice,,object/map_object/ob_6100_0400_col.ice,12\40db876651585b300a393b8b9a79d9,object/map_object/ob_6100_0400_com.ice,f0\0835afe339825db3f39e54c639a6b3,object/map_object/ob_6100_0400_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：幻光氷石,Kvar - Translucent Ice Stone,ob_6100_0401,object/map_object/ob_6100_0401_l1.ice,68\512a761b501955c5cb7cc070c1be7b,object/map_object/ob_6100_0401_l2.ice,a3\a62837e14fcd4cb32b54e942cee380,object/map_object/ob_6100_0401_l3.ice,0d\7cb112fe55b0a8de8297e2db7f1c26,object/map_object/ob_6100_0401_l4.ice,,object/map_object/ob_6100_0401_col.ice,5b\8b6abecfa65066442b12e194f80f8c,object/map_object/ob_6100_0401_com.ice,d0\e5c6a76528b67108ae6ed76b415cca,object/map_object/ob_6100_0401_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：氷岩,Kvar - Glacier,ob_6100_0402,object/map_object/ob_6100_0402_l1.ice,dd\97ac4a8e196cd32c4edbad5122fd15,object/map_object/ob_6100_0402_l2.ice,4e\31cb9ac30415308320f111b60cb1d8,object/map_object/ob_6100_0402_l3.ice,a5\ff65f2f259af5aec7cfa3dcd27e871,object/map_object/ob_6100_0402_l4.ice,,object/map_object/ob_6100_0402_col.ice,c4\3c4f86948e2b86ebe29501418a8c0a,object/map_object/ob_6100_0402_com.ice,f1\07ce9dfab243d8e55f4dd2d3cfafb3,object/map_object/ob_6100_0402_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：光彩岩,Kvar - Brilliant Rock,ob_6100_0403,object/map_object/ob_6100_0403_l1.ice,36\0b651a6e6967052dc355f0a54f90aa,object/map_object/ob_6100_0403_l2.ice,05\ad679770661e383c0e2d85839be181,object/map_object/ob_6100_0403_l3.ice,2b\813cbbafcc8c07e9dc6d71546af855,object/map_object/ob_6100_0403_l4.ice,,object/map_object/ob_6100_0403_col.ice,47\c385f443d966ea3c0dcdb035628dce,object/map_object/ob_6100_0403_com.ice,16\93496367fc4b1837a67d6097051fad,object/map_object/ob_6100_0403_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：青光鉱石,Kvar - Glowing Blue Mineral,ob_6100_0404,object/map_object/ob_6100_0404_l1.ice,26\31c7242ec649b6c305b6b8bd7a4b8c,object/map_object/ob_6100_0404_l2.ice,,object/map_object/ob_6100_0404_l3.ice,,object/map_object/ob_6100_0404_l4.ice,,object/map_object/ob_6100_0404_col.ice,b2\f20a7c26562f65557280b0d756e181,object/map_object/ob_6100_0404_com.ice,4e\d057dfaf2d0ee7fa07465a66db2063,object/map_object/ob_6100_0404_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：氷棘岩,Kvar - Ice Spikes,ob_6100_0405,object/map_object/ob_6100_0405_l1.ice,1a\024b470d461e08fdfb07c8e362783a,object/map_object/ob_6100_0405_l2.ice,52\91b0cd6424be981661f156bf85ac79,object/map_object/ob_6100_0405_l3.ice,02\8b5a99904f675dc3ec94d52fbcfb3b,object/map_object/ob_6100_0405_l4.ice,,object/map_object/ob_6100_0405_col.ice,1b\6d6c002bb8eb24667c8c4b0cf0baf9,object/map_object/ob_6100_0405_com.ice,ea\5f8139a56d5a486bc5de86042a8b01,object/map_object/ob_6100_0405_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：流氷,Kvar - Drift Ice,ob_6100_0406,object/map_object/ob_6100_0406_l1.ice,30\ad22605821ad944c3eb34e4d4ac9d3,object/map_object/ob_6100_0406_l2.ice,19\04128d995d7b25d9ea11a5713f2377,object/map_object/ob_6100_0406_l3.ice,21\ba8ee2e0583399527bd5d57044cd68,object/map_object/ob_6100_0406_l4.ice,,object/map_object/ob_6100_0406_col.ice,21\d56c8b0c45daa1df9cc92902c94aec,object/map_object/ob_6100_0406_com.ice,e5\15f098c0e8b2b5e6a8ab0b1da35495,object/map_object/ob_6100_0406_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：流氷B,Kvar - Drift Ice B,ob_6100_0407,object/map_object/ob_6100_0407_l1.ice,f1\c09a720e56771d055e97ebaba09a7d,object/map_object/ob_6100_0407_l2.ice,67\71d030efeb823e2a08ff2153d2e01a,object/map_object/ob_6100_0407_l3.ice,46\5f7c37cc5bf0a84d9ed81c74b8c79d,object/map_object/ob_6100_0407_l4.ice,,object/map_object/ob_6100_0407_col.ice,85\5d755e084a9d7bb668d2424b06b505,object/map_object/ob_6100_0407_com.ice,2e\b3589566289c14e8e9b8f8f4b87426,object/map_object/ob_6100_0407_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
クヴァル：氷柱,Kvar - Icicles,ob_6100_0408,object/map_object/ob_6100_0408_l1.ice,e2\df33603541800c3d2651a4d9f9a84c,object/map_object/ob_6100_0408_l2.ice,bd\fa7c29717b30df709b9caea5c79bd1,object/map_object/ob_6100_0408_l3.ice,55\75207910a0a74c7e12a565c70e8cad,object/map_object/ob_6100_0408_l4.ice,,object/map_object/ob_6100_0408_col.ice,fa\f3137acff00dfe01332464b40c1db1,object/map_object/ob_6100_0408_com.ice,5f\005748ec729a6e61c5fcf66a2794ea,object/map_object/ob_6100_0408_eff.ice,,[Nature],[Na_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ルナールージュ,Lunaar Rouge,ob_6100_0409,object/map_object/ob_6100_0409_l1.ice,49\0c837f9c9adbfe8acb273676fcda26,object/map_object/ob_6100_0409_l2.ice,a6\e8a8979ace3cb1462803907b88b78b,object/map_object/ob_6100_0409_l3.ice,09\d525a8372fc4eec9ada93c293dd574,object/map_object/ob_6100_0409_l4.ice,,object/map_object/ob_6100_0409_col.ice,43\e15c8741701dcd307968d5ce1650e9,object/map_object/ob_6100_0409_com.ice,bd\80f8fa1d2bff3d484ff414896eea0c,object/map_object/ob_6100_0409_eff.ice,,[Nature],[Na_Animal],[0],[Access],[0],[Common_1],[0],[0]
ルナールブラン,Lunaar Blanc,ob_6100_0410,object/map_object/ob_6100_0410_l1.ice,4f\0decfe1a1dbd0ed881f673a4ebc038,object/map_object/ob_6100_0410_l2.ice,b7\3f57a3cc3664a8e9c1cfcde106c324,object/map_object/ob_6100_0410_l3.ice,22\d9d7801665456c1b70b3291e8102dc,object/map_object/ob_6100_0410_l4.ice,,object/map_object/ob_6100_0410_col.ice,e5\0ebb9a3d96f1dcfd7a26e6b61b054a,object/map_object/ob_6100_0410_com.ice,f9\eac745f2930250ca2e1f0e3fdd9637,object/map_object/ob_6100_0410_eff.ice,,[Nature],[Na_Animal],[0],[Access],[0],[Common_1],[0],[0]
オニポッポ,Onipoppo,ob_6100_0411,object/map_object/ob_6100_0411_l1.ice,f7\e5527915282012e60cc7a28b7935ae,object/map_object/ob_6100_0411_l2.ice,d6\b528b1401953541ee647942518790f,object/map_object/ob_6100_0411_l3.ice,db\48035d5279f0b88bb7ce92da6a23b0,object/map_object/ob_6100_0411_l4.ice,,object/map_object/ob_6100_0411_col.ice,a2\815c9a07fc739ed46399c6d5048ffd,object/map_object/ob_6100_0411_com.ice,5a\ce23fccd8821731ec92efa5835018f,object/map_object/ob_6100_0411_eff.ice,,[Nature],[Na_Animal],[0],[Access_Collision],[0],[Common_1],[0],[0]
ウスイロペンギン,Pale Penguin,ob_6100_0412,object/map_object/ob_6100_0412_l1.ice,85\5426e58d7e502b105be5ea61da0218,object/map_object/ob_6100_0412_l2.ice,24\25043a0b90dc754bbf6c75ca927671,object/map_object/ob_6100_0412_l3.ice,2b\cf7b1e7d95af305fac7e6c56721c1c,object/map_object/ob_6100_0412_l4.ice,,object/map_object/ob_6100_0412_col.ice,1c\5123696409148e964d95915e486b14,object/map_object/ob_6100_0412_com.ice,8a\3672b40327a2979804996640d5a63b,object/map_object/ob_6100_0412_eff.ice,,[Nature],[Na_Animal],[0],[Access_Collision],[0],[Common_1],[0],[0]
ペンギン,Penguin,ob_6100_0413,object/map_object/ob_6100_0413_l1.ice,78\a548580ea8c89c1e90cda711c92645,object/map_object/ob_6100_0413_l2.ice,f2\666e377730b8a2ac880cb335084f88,object/map_object/ob_6100_0413_l3.ice,8a\04a6aa04631900171061e6c49c40fd,object/map_object/ob_6100_0413_l4.ice,,object/map_object/ob_6100_0413_col.ice,3e\6a056ce552f176766be8a5dbdf9cc2,object/map_object/ob_6100_0413_com.ice,1e\4925ac7fe43564cf44e96b0dca3788,object/map_object/ob_6100_0413_eff.ice,,[Nature],[Na_Animal],[0],[Access_Collision],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品8,Fancy - Mining Rig Part 8,ob_6100_0443,object/map_object/ob_6100_0443_l1.ice,17\87b4b6a9e21161a0fd8ea07b95e1e5,object/map_object/ob_6100_0443_l2.ice,,object/map_object/ob_6100_0443_l3.ice,,object/map_object/ob_6100_0443_l4.ice,,object/map_object/ob_6100_0443_col.ice,0e\4a367833764527294e27f11543765e,object/map_object/ob_6100_0443_com.ice,20\7c302820dec56d417d60735d0f97a6,object/map_object/ob_6100_0443_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品7,Fancy - Mining Rig Part 7,ob_6100_0444,object/map_object/ob_6100_0444_l1.ice,0c\0aa0f766367a36781a6a721fa77726,object/map_object/ob_6100_0444_l2.ice,,object/map_object/ob_6100_0444_l3.ice,,object/map_object/ob_6100_0444_l4.ice,,object/map_object/ob_6100_0444_col.ice,6c\602d2989fbbf1da3de1519a2b0b938,object/map_object/ob_6100_0444_com.ice,e2\5d873777b57da1163c75091514ba55,object/map_object/ob_6100_0444_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品6,Fancy - Mining Rig Part 6,ob_6100_0445,object/map_object/ob_6100_0445_l1.ice,0d\694d02f4f583583f99959c0a3d1ace,object/map_object/ob_6100_0445_l2.ice,,object/map_object/ob_6100_0445_l3.ice,,object/map_object/ob_6100_0445_l4.ice,,object/map_object/ob_6100_0445_col.ice,27\f3f616b41b1d71aeffd87c564a653a,object/map_object/ob_6100_0445_com.ice,b3\e463cfefdc1bdd8fd1c6e2dae93e0b,object/map_object/ob_6100_0445_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品4,Fancy - Mining Rig Part 4,ob_6100_0446,object/map_object/ob_6100_0446_l1.ice,39\511a0f46124ad8551f553ac1c867b3,object/map_object/ob_6100_0446_l2.ice,,object/map_object/ob_6100_0446_l3.ice,,object/map_object/ob_6100_0446_l4.ice,,object/map_object/ob_6100_0446_col.ice,16\f065925f8a1a803300b887274b6149,object/map_object/ob_6100_0446_com.ice,d3\c07180326bc5c34072e3a28e3a6b63,object/map_object/ob_6100_0446_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品9,Fancy - Mining Rig Part 9,ob_6100_0447,object/map_object/ob_6100_0447_l1.ice,f1\1725ce29e3515a7567b8c82f77a719,object/map_object/ob_6100_0447_l2.ice,,object/map_object/ob_6100_0447_l3.ice,,object/map_object/ob_6100_0447_l4.ice,,object/map_object/ob_6100_0447_col.ice,7f\79f6bd50c7a59a0d1615eb0d2bf3b8,object/map_object/ob_6100_0447_com.ice,be\cf9ceee3b49025e182dc727cf855ce,object/map_object/ob_6100_0447_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品10,Fancy - Mining Rig Part 10,ob_6100_0448,object/map_object/ob_6100_0448_l1.ice,39\6c13499e5c69b0d0b3f4b83bb7477d,object/map_object/ob_6100_0448_l2.ice,,object/map_object/ob_6100_0448_l3.ice,,object/map_object/ob_6100_0448_l4.ice,,object/map_object/ob_6100_0448_col.ice,0c\5628f44334a6ac92ee5d84f1820307,object/map_object/ob_6100_0448_com.ice,e3\2608f56008efcb4891a99af4e06432,object/map_object/ob_6100_0448_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
ゴーカ：資源採掘リグ部品14,Fancy - Mining Rig Part 14,ob_6100_0449,object/map_object/ob_6100_0449_l1.ice,b1\d6fed7fd449c1050f45f0475ede1a6,object/map_object/ob_6100_0449_l2.ice,,object/map_object/ob_6100_0449_l3.ice,,object/map_object/ob_6100_0449_l4.ice,,object/map_object/ob_6100_0449_col.ice,3a\00beced18a49259cd0647c64fbfb07,object/map_object/ob_6100_0449_com.ice,04\070bd54a656733713a98745a6b9961,object/map_object/ob_6100_0449_eff.ice,,[Structure],[St_Outdoor],[0],[Access],[0],[Common_1],[0],[0]
