Data is laid out as follows:
Object Name JP (if known),Object Name EN (if known),Object Function,Animation type,category 1,category 2,object unhashed name,object hashed name,object _ex textures hashed name
,,none,motion_none,wall,poster,object/map_object/ob_1000_1349.ice,7c0ce38dbe622e05c2ef21891cc2a69c
,,none,motion_none,ground,ground,object/map_object/ob_1000_1350.ice,3fcd87b64f7893b72e089d5afde00079,e02e72f741b7604244cdabd8a7dfa698
,,none,motion_none,wall,poster,object/map_object/ob_1000_1351.ice,8943f2acec844e2d1647bb224933730d
,,none,motion_none,wall,poster,object/map_object/ob_1000_1352.ice,76e691c3893db61b38544f31452e83ab
,,none,motion_none,wall,poster,object/map_object/ob_1000_1353.ice,ac42eb39e08f3e3d5c4febad9198abb0
,,none,motion_none,wall,poster,object/map_object/ob_1000_1354.ice,a5471bb5620f9d72436460c97100d817
,,none,motion_none,wall,poster,object/map_object/ob_1000_1355.ice,f8e7af30d0944398316439a3022975f7
,,none,motion_none,wall,poster,object/map_object/ob_1000_1356.ice,eb084d8edae94b5db3ebc8c083b8817b
,,none,motion_none,ground,ground,object/map_object/ob_1000_1357.ice,5d58da0216ed18244c0b5216ab7361c6,ecc66bd21eff3783bf3631f4da287b94
,,none,motion_none,ground,ground,object/map_object/ob_1000_1358.ice,4b220854a2695a5207dc26a3f21bcd54,2994c7f3311156a70c60324d43b01aa8
,,none,motion_none,ground,deco,object/map_object/ob_1000_1359.ice,11f33b4db76c3663bbf880c1367cfc32,986ab769ac2ecd7819d28a4ea0982387
,,none,motion_none,ground,deco,object/map_object/ob_1000_1360.ice,18339b0fea0b999219d5b08189c2093c,f60be6341cf390bffddb9b35398c205f
,,none,motion_none,ground,deco,object/map_object/ob_1000_1361.ice,88b9b2727c0b8d3ae8f8ed62e9e3be01,01c98f016430191a5e2d022517866133
,,none,motion_none,ground,ground,object/map_object/ob_1000_1362.ice,98e9ff386c32ecb4acea8576868a0283,165f9d4fd8e4da1f27fe0d7e046a5a5c
フーリン,Wind Chime,none,motion_none,ground,deco,object/map_object/ob_1000_1363.ice,55e4d220d3d3aca62df9a2871ff351dc,5aefa5dcdcbc2b97fde8badeb973e227
ユー・フォー,U.F.O,none,motion_none,ceiling,ground,object/map_object/ob_1000_1364.ice,c9b7736b0b7935fe6f8da4c7ed3a77e2,690349a04d3a504533300b01b2af65b7
ユー・エムエー,U.M.A,none,motion_none,ground,ground,object/map_object/ob_1000_1365.ice,5effb75b0d17b57dadf2c959086b401f,0b52cd3cd3ebc12215923bcbb6b0d84c
ルーレットウィール,Roulette Wheel,none,motion_none,ground,deco,object/map_object/ob_1000_1366.ice,8f52f0af343b3f6db9d27a538a283ebe,106c3ed802fd4482cea4d3f8663e0653
,,none,motion_none,ground,ground,object/map_object/ob_1000_1367.ice,355240015aac47ae3ad0e933a52f663d
,,none,motion_none,ground,ground,object/map_object/ob_1000_1368.ice,900f089223ec56fa5794229d27bdcc85
,,motion,motion_hug,ground,ground,object/map_object/ob_1000_1369.ice,f59d7a77ddeefd9f5c43a4920adc7072,1663fb5a99eae38e964b04547aed0a4d
クリスタルオブジェ,Crystal Object,none,motion_none,ground,ground,object/map_object/ob_1000_1370.ice,10a07013b980536a0869d88562cc0b5a,7db895dcf0534012c06952244ca4929e
クリスタルシャンデリア,Crystal Chandelier,none,motion_none,ceiling,ground,object/map_object/ob_1000_1371.ice,5f4e6074a3d2e076fa196a5c95995578,25c1a7e9c4abc75fa6a2dc41eaab0849
クリスタルプランター,Crystal Planter,none,motion_none,ground,ground,object/map_object/ob_1000_1372.ice,df302ff99353b33d48efd002df00d21c,9e2ad3b25a3034bc18b98e3e67fb34b1
,,support_partner,motion_none,ground,ground,object/map_object/ob_1000_1373.ice,f34732971b8471ecd29d8335aaefb5d7
,,support_partner,motion_none,ground,ground,object/map_object/ob_1000_1374.ice,d7a86521e55142889d0c7c22294bad4d
,,support_partner,motion_none,ground,ground,object/map_object/ob_1000_1375.ice,250d63e9c5dac96477d3e49882721e6e,41a2abc5fcfbd3a13aaa791296a52217
,,none,motion_none,ground,ground,object/map_object/ob_1000_1378.ice,1ad64798a4a9e5184e391f82ed509732
,,none,motion_none,ground,ground,object/map_object/ob_1000_1379.ice,28d8c01a75d7d57d9ab4aed335a14456
,,none,motion_none,wall,poster,object/map_object/ob_1000_1380.ice,65e6815fe2fd9a102e206163db935da9
,,none,motion_none,wall,poster,object/map_object/ob_1000_1381.ice,d2269b4763a0b0c0e787558920067381
,,none,motion_none,wall,poster,object/map_object/ob_1000_1382.ice,9a1afaef1899f9ce61adfd82f7d98c74
マトイ（イノセント）ポスター,Matoi (Innocent) Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1383.ice,809c3caed6ae7fe3e1516d5fa71662a9
,,none,motion_none,wall,poster,object/map_object/ob_1000_1384.ice,208b3690ed63027751fbbb96d34fd960
,,none,motion_none,wall,poster,object/map_object/ob_1000_1385.ice,6ce8c62f1338987c7f9fa83e16226ba7
,,none,motion_none,wall,poster,object/map_object/ob_1000_1386.ice,12f5d0e9ca409983a3df2badadefa19c
,,none,motion_none,wall,poster,object/map_object/ob_1000_1387.ice,b6085cbd75684ebe5d29955aaf07848e
,,none,motion_none,wall,poster,object/map_object/ob_1000_1388.ice,38179eb46b8a3e4767b42499298c0614
,,none,motion_none,wall,poster,object/map_object/ob_1000_1389.ice,d16153273320f4b711d22b7ddbd194de
,,none,motion_none,wall,poster,object/map_object/ob_1000_1390.ice,f3fdaf7fa5612a7a74df48fa6a3327d6
,,none,motion_none,ground,ground,object/map_object/ob_1000_1391.ice,2977d01538130331bc82023a0f03402b
,,none,motion_none,wall,poster,object/map_object/ob_1000_1392.ice,0898ef2e66f8efcb0d8b86d76eab0797
,,none,motion_none,wall,poster,object/map_object/ob_1000_1393.ice,82159500cc62193eef532e0a37028624
,,none,motion_none,ground,deco,object/map_object/ob_1000_1394.ice,7b52d7ee0b82c40526dfa24f1be258a2
,,none,motion_none,wall,poster,object/map_object/ob_1000_1395.ice,d8d0dbef660882da1fa119059de31dc2
,,none,motion_none,ground,ground,object/map_object/ob_1000_1396.ice,c61074a016600e998c8580289f27b430,8b69524895704950c3af8b3fc48d5f72
オッソリアイス,Ossoria Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_1397.ice,0bbf73c9d1d3c4423200c9a7b15b3808
オッソリアフトン,Ossoria Futon,motion,motion_sleeping,ground,ground,object/map_object/ob_1000_1398.ice,cafeb8ed3a0e815e635f6e52ea3777f0
オッソリアヒノキブロ,Ossoria Wooden Bath,motion,motion_bathe,ground,ground,object/map_object/ob_1000_1399.ice,681291b22ad051e55eee99934bf3b4d5,f5f05d36a9d75e53d01a4b8017b986f7
,,none,motion_none,ground,ground,object/map_object/ob_1000_1400.ice,666d8aa0943dc64763f4a9b43cdf4aa0
フラワーガーデン,Flower Garden,none,motion_none,ground,ground,object/map_object/ob_1000_1401.ice,cb089ec3c49685f377355f9783d036dd
ルームピラー標準型,Room Pillar Standard Shape,posterboard,motion_none,ground,ground,object/map_object/ob_1000_1402.ice,0d56751280c192ae83cfe38312ba5590
ルームピラーL型,Room Pillar L-Shape,posterboard,motion_none,ground,ground,object/map_object/ob_1000_1403.ice,4270c367715c1b006e55d6a61a6da116
,,none,motion_none,ground,ground,object/map_object/ob_1000_1404.ice,24ed44bfeb73312874bff94c2c73756e
水たまりマット,Water-Absorbent Mat,none,motion_none,ground,ground,object/map_object/ob_1000_1405.ice,fb4175a62ceacd0d18f03e9852c474ba
レンガ壁標準型,Brick Wall Standard,posterboard,motion_none,ground,ground,object/map_object/ob_1000_1406.ice,d320cea1671e37a27b3c5dd8956dee51
レンガ壁Ｌ型,Brick Wall L-Shape,posterboard,motion_none,ground,ground,object/map_object/ob_1000_1407.ice,a07afe01ed857a0992f5293fc6aa73c2
穴あきレンガ壁標準型,Brick Wall w/ Hole Standard,posterboard,motion_none,ground,ground,object/map_object/ob_1000_1408.ice,f97e183b3ea4ec974d0f8010010b17ae
穴あきレンガ壁Ｌ型,Brick Wall w/ Hole L-Shape,posterboard,motion_none,ground,ground,object/map_object/ob_1000_1409.ice,a1a99df5110aad0fbd26ac494fef95a9
トールツリー,Tall Tree,none,motion_none,ground,ground,object/map_object/ob_1000_1410.ice,de86bda6d83c8df910951e0b84e4d8ab
,,none,motion_none,ground,deco,object/map_object/ob_1000_1411.ice,3a89089d274c1b1fd5826ba8c0121a96
,,none,motion_none,ground,deco,object/map_object/ob_1000_1412.ice,68a2794678b8831f06dd8f5308aec6d6
,,none,motion_none,ground,ground,object/map_object/ob_1000_1413.ice,3f3abb865ab7912ec72256fd214c7afd
,,none,motion_none,ground,ground,object/map_object/ob_1000_1414.ice,6bc53b5604f369e18a6b8722dd887cea
,,none,motion_none,ground,ground,object/map_object/ob_1000_1415.ice,3ff399819c063732b656023a635c605a
,,none,motion_none,wall,poster,object/map_object/ob_1000_1416.ice,6416ba284410f32a5fd02af3fffbbc99
ワイドツリー,Wide Tree,none,motion_none,ground,ground,object/map_object/ob_1000_1417.ice,89d15d487d718e1b638f9d895ab5e005
,,none,motion_none,wall,poster,object/map_object/ob_1000_1418.ice,0c6d1c0d9a1bec42b3d106576848c992
ジェネパネル,Gené Panel,none,motion_none,ground,ground,object/map_object/ob_1000_1419.ice,04abf83393fa99c60ce55af2e556eee0
アネットパネル,Annette Panel,none,motion_none,ground,ground,object/map_object/ob_1000_1420.ice,92d536a49860b0f3d76281f811d8ce14
,,none,motion_none,ground,ground,object/map_object/ob_1000_1421.ice,32f96aa04ab6587988629dedbde02bea
,,none,motion_none,ground,ground,object/map_object/ob_1000_1422.ice,5e5b80f5d5e84ef694c70d961f7fc781
,,none,motion_none,ground,ground,object/map_object/ob_1000_1423.ice,6088fe9aad7976d096ad63b91b8d55d7
,,none,motion_none,ground,ground,object/map_object/ob_1000_1424.ice,a249fb3da5bc92789810b8cd914eb264
,,none,motion_none,ground,ground,object/map_object/ob_1000_1425.ice,8c6099971dd3e88da4891ed5fe7517f7
,,none,motion_none,ground,ground,object/map_object/ob_1000_1426.ice,096780927a94accdf8599a0e00f94275
,,none,motion_none,ground,ground,object/map_object/ob_1000_1427.ice,31cb666f7ab2e8dcbb764a066084b3b0
,,none,motion_none,ground,ground,object/map_object/ob_1000_1428.ice,7c8ff139bffc0aaf8dc569a50260dba8
,,none,motion_none,wall,poster,object/map_object/ob_1000_1429.ice,1de2c8320da5253beea85f01906be75d
,,none,motion_none,wall,poster,object/map_object/ob_1000_1430.ice,dd2f4918f757a5c62f52ae3362a5b04a
,,none,motion_none,wall,poster,object/map_object/ob_1000_1431.ice,eeca75382f9042b6b65fbdd02ac61fd9
,,none,motion_none,wall,poster,object/map_object/ob_1000_1432.ice,7c67a3b9c8a4bf115a1cb364f3b15a67
,,none,motion_none,ground,ground,object/map_object/ob_1000_1433.ice,367c315a62405f465d40c16b39457502
,,none,motion_none,ground,ground,object/map_object/ob_1000_1434.ice,c52bb5f8e9b2fe92eba9c34f38af75b8
,,none,motion_none,ground,ground,object/map_object/ob_1000_1435.ice,f994d244f6b991ddbe9d71e284afaf9b
,,none,motion_none,ground,ground,object/map_object/ob_1000_1436.ice,5092d090cd7bf49bdef43233ff76c4ba
,,none,motion_none,ground,ground,object/map_object/ob_1000_1437.ice,7a3598f1e42f6ec8b117f480e9c2e803
,,none,motion_none,ground,ground,object/map_object/ob_1000_1438.ice,7478cb015c351c6a48d2242207cb20c4
,,none,motion_none,ground,ground,object/map_object/ob_1000_1439.ice,291db592e56d76c56894af2105861b68
サクラツリー,Cherry Blossom Tree,none,motion_none,ground,ground,object/map_object/ob_1000_1440.ice,62f8a0ae47177cfed40a18fe48a18118
マキバフェンス標準型,Farm Fence Standard Shape,none,motion_none,ground,ground,object/map_object/ob_1000_1441.ice,a8e25e6e11cdd3c6d3c74e99ddd4ae85
マキバフェンスL型,Farm Fence L-Shape,none,motion_none,ground,ground,object/map_object/ob_1000_1442.ice,d59fb6fc0085649058ef85fdd9f4a76f
ナチュラルフェンス標準型,Natural Fence Standard Shape,none,motion_none,ground,ground,object/map_object/ob_1000_1443.ice,6f20b24b5dc4c9c33b9bf230b2244dfe
ナチュラルフェンスL型,Natural Fence L-Shape,none,motion_none,ground,ground,object/map_object/ob_1000_1444.ice,35bb8d956db76dfbebbf3156ada85fdc
桜餅セット,Sakura Mochi Set,none,motion_none,ground,deco,object/map_object/ob_1000_1445.ice,c3fac31bcd07a02dc4626854af2b1ca0
,,none,motion_none,ground,ground,object/map_object/ob_1000_1446.ice,1432229f2ad856eecaecc26a685a01ac
,,none,motion_none,ground,ground,object/map_object/ob_1000_1447.ice,5c542c7ea544ec0732937e12617ad5e1
,,none,motion_none,ground,ground,object/map_object/ob_1000_1448.ice,053ed5a2e8c3ece8257b0e7831183997
,,none,motion_none,ground,ground,object/map_object/ob_1000_1449.ice,4aa028a5bdae7742f33c4a306851a4b4
,,none,motion_none,ground,ground,object/map_object/ob_1000_1451.ice,8b61616649b5711edeebd725bf35c6f1
,,none,motion_none,ground,ground,object/map_object/ob_1000_1452.ice,5b3d7217948d3b407a61cc1ca795b0f2
,,none,motion_none,ground,ground,object/map_object/ob_1000_1453.ice,2cd3e0a4614216bdb4da84238be30530
,,none,motion_none,ground,ground,object/map_object/ob_1000_1454.ice,b1181b6f9804da7c889cb58a91a588d4
,,none,motion_none,ground,ground,object/map_object/ob_1000_1455.ice,16067e5b42ce5daa964e21ce505e922b
,,none,motion_none,ground,ground,object/map_object/ob_1000_1456.ice,553a763057ab7db0cfea5e8cc177e07e
,,none,motion_none,ground,ground,object/map_object/ob_1000_1457.ice,7f1670677347b130a7cac3aa372c342a
,,none,motion_none,ground,ground,object/map_object/ob_1000_1458.ice,465231b14bf2a5b576bfdb05d1028d90
,,none,motion_none,ground,ground,object/map_object/ob_1000_1459.ice,013fef43dec7444fd7c814ca69355307
,,none,motion_none,ground,ground,object/map_object/ob_1000_1460.ice,29dbc5c2372b0d6f59944f4d3109ab68
,,none,motion_none,ground,ground,object/map_object/ob_1000_1461.ice,074a3b41ba0f7c8b54758461e05f1442
,,none,motion_none,ground,ground,object/map_object/ob_1000_1462.ice,fab57fc2965fd72bd7ea3f8d3f375e4f
,,none,motion_none,ground,ground,object/map_object/ob_1000_1463.ice,eec0898cfacf8a7925c162a0ceffa68d
『PSO2』EP5ビジュアルポスター,EP5 Visual Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1464.ice,ce1838f43d6e7ddb4fb633cf08deae01
,,none,motion_none,wall,poster,object/map_object/ob_1000_1465.ice,0b69afddd77306fbe097c45caedc9483
,,none,motion_none,ground,ground,object/map_object/ob_1000_1466.ice,e66c997adf68fa69986a7f9be241e54e
,,none,motion_none,ground,ground,object/map_object/ob_1000_1467.ice,63b206d2c002f6edfe9ce3a190a5b7ac
,,none,motion_none,ground,ground,object/map_object/ob_1000_1468.ice,77b41bbfed60aca026c4b501859611e8
,,none,motion_none,wall,poster,object/map_object/ob_1000_1469.ice,e6feb77230e394ffb6e9b6bb1edcd46e
,,none,motion_none,wall,poster,object/map_object/ob_1000_1470.ice,3f50b5f6f3d4e324bd9eb1198012fd44
,,none,motion_none,wall,poster,object/map_object/ob_1000_1471.ice,1868c05d42b90f45c09a34f4daacf07e
,,none,motion_none,wall,poster,object/map_object/ob_1000_1472.ice,55059ebe759f986087674fdc80670800
,,none,motion_none,ground,ground,object/map_object/ob_1000_1473.ice,124d403c2532ce956ed859007f88acb9
,,none,motion_none,wall,poster,object/map_object/ob_1000_1474.ice,8c6d4e7ac3878a1d95b1784eeb719ecf
,,none,motion_none,wall,poster,object/map_object/ob_1000_1475.ice,1148896a67b690818a9da6f3cb13a2a6
,,none,motion_none,wall,poster,object/map_object/ob_1000_1476.ice,722b756cd9f336a9766142a15c5d9928
,,none,motion_none,wall,poster,object/map_object/ob_1000_1477.ice,db9109f152d875a7caea21af5885fabf
,,none,motion_none,wall,poster,object/map_object/ob_1000_1478.ice,6a01429e061a6c38b807bf2c95f02adf
,,none,motion_none,wall,poster,object/map_object/ob_1000_1479.ice,938bdf25fdd9c395da69366ccf916a5c
,,none,motion_none,wall,poster,object/map_object/ob_1000_1480.ice,77cc8d89a64b309b0c43aac8c8b1615c
,,none,motion_none,wall,poster,object/map_object/ob_1000_1481.ice,3bdfaaa6251274bf15c5d12d195b80fd
,,none,motion_none,wall,poster,object/map_object/ob_1000_1482.ice,afc561d2ac30d5e7bbe13c9470d73cc5
,,none,motion_none,wall,poster,object/map_object/ob_1000_1483.ice,81b6304c3a98b3c26a3ffceb98b2cc52
,,none,motion_none,ground,ground,object/map_object/ob_1000_1484.ice,d6fa9c14b40639d0a39b42c0bdbee64e
,,none,motion_none,ground,ground,object/map_object/ob_1000_1485.ice,4e4e90db2e8de2ef526784a6853e7a0e
,,craft_extend,motion_none,ground,ground,object/map_object/ob_1000_1489.ice,ba1b7518004e3ed958e7fd7457c7774b
,,craft_extend,motion_none,ground,ground,object/map_object/ob_1000_1494.ice,ffca66db275e924b375d35fda431f6c4
,,craft_technic,motion_none,ground,ground,object/map_object/ob_1000_1499.ice,ff7111c8ee9f029a40b1f2a38cb238d7
,,craft_technic,motion_none,ground,ground,object/map_object/ob_1000_1504.ice,0e41185aec9d7975415927b78ae0260e
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1509.ice,489e23d60b95c216db15d1d052909433
,,craft_pa,motion_none,ground,ground,object/map_object/ob_1000_1514.ice,d18e99adcbf3c2b6c74db69f3a791721
,,craft_enchant,motion_none,ground,ground,object/map_object/ob_1000_1519.ice,b60736bfd7441906de06fe3052a12dc3
,,craft_enchant,motion_none,ground,ground,object/map_object/ob_1000_1524.ice,915b996d5d1397687e7966aeacf7166f
,,none,motion_none,ground,ground,object/map_object/ob_1000_1536.ice,5de998750bf7037d9a2062424eb14649
,,none,motion_none,wall,poster,object/map_object/ob_1000_1537.ice,4cd12094a0da9b92822ddb84513715aa
,,none,motion_none,ground,ground,object/map_object/ob_1000_1539.ice,9d418c6f7f2701468c5ff89d01eaf695
,,none,motion_none,wall,poster,object/map_object/ob_1000_1540.ice,274ebcdb2ef8d9f1cf646d097b2aac12
,,none,motion_none,wall,poster,object/map_object/ob_1000_1541.ice,2614023ca9cd6b85d301650c29397515
,,none,motion_none,wall,poster,object/map_object/ob_1000_1542.ice,ed9e4fca9d4a7a6142e4555668a9c08e
,,none,motion_none,wall,poster,object/map_object/ob_1000_1543.ice,7a0357bee1a421ee9d3f906bb1fb784f
,,none,motion_none,wall,poster,object/map_object/ob_1000_1544.ice,340b7f6c167f10765d37cba83ecfb71e
,,none,motion_none,wall,poster,object/map_object/ob_1000_1545.ice,f468030f5987246584f4d2ddcf7edd84
,,none,motion_none,wall,poster,object/map_object/ob_1000_1546.ice,4eb7735ad4bc94c6fa1109973e7a1b89
,,none,motion_none,wall,poster,object/map_object/ob_1000_1547.ice,eb2f487591802d0a0cf330e18f2fc687
,,none,motion_none,wall,poster,object/map_object/ob_1000_1548.ice,c9fb1a9f47dac0050ae48341d430e1ac
,,none,motion_none,wall,poster,object/map_object/ob_1000_1549.ice,006a8331381129bf4b3226f90e951df7
,,none,motion_none,wall,poster,object/map_object/ob_1000_1550.ice,a5dffd4b90d8a6c9d1a66ab646c18af9
,,none,motion_none,wall,poster,object/map_object/ob_1000_1551.ice,b2a6a76dd22e07ef948c7be48356e6b5
,,none,motion_none,ground,ground,object/map_object/ob_1000_1552.ice,52fbd23ce4367189a4e5d1e089437719
,,none,motion_none,ground,ground,object/map_object/ob_1000_1553.ice,7654fc0f14fc67224998248e57c877ab
,,none,motion_none,ground,ground,object/map_object/ob_1000_1554.ice,a1890e9b9c75561410c26904b7522be6
,,none,motion_none,ground,ground,object/map_object/ob_1000_1555.ice,054168f541c9849c2a7932f1c5a0edca
,,none,motion_none,ground,ground,object/map_object/ob_1000_1556.ice,b6a83bc448bf84bd08268c5cc190457a
,,none,motion_none,wall,poster,object/map_object/ob_1000_1557.ice,82d1bfef02b761e0181aeb2090f5560b
,,none,motion_none,ground,ground,object/map_object/ob_1000_1558.ice,33c58bfaecf4e5ff033db0d83672e4f4
,,none,motion_none,ground,ground,object/map_object/ob_1000_1559.ice,a244709585501ba6ff97581a60593f31
,,none,motion_none,ground,ground,object/map_object/ob_1000_1560.ice,549b484ca19a525b5f46e5616a171e9e
,,none,motion_none,ground,ground,object/map_object/ob_1000_1561.ice,888f1ec72c1c7a868564e0b005bfb6eb
,,none,motion_none,wall,poster,object/map_object/ob_1000_1562.ice,f65db5af06b4f7b50e51f7e1f96c10ee
,,none,motion_none,ground,ground,object/map_object/ob_1000_1563.ice,dabd922bf94ae0b2b81fe0fcd1d5d97a
,,none,motion_none,wall,poster,object/map_object/ob_1000_1564.ice,30360d5131935e305a35749ab8518ec4
,,none,motion_none,ground,ground,object/map_object/ob_1000_1565.ice,fa4fa084a35dfbd70010109aa971cc08
『PSO2』設定資料集表紙ポスターC,PSO2 Design DoBP - Poster C,none,motion_none,wall,poster,object/map_object/ob_1000_1566.ice,e3f3cb0e5d85f0671174cb3d359b7904
,,none,motion_none,wall,poster,object/map_object/ob_1000_1567.ice,8253fac15070eec9796ddafd7a62474b
,,none,motion_none,wall,poster,object/map_object/ob_1000_1568.ice,339ddbbc69da2d1a6b79526596690418
,,none,motion_none,wall,poster,object/map_object/ob_1000_1569.ice,c13e6402898f3b1ff0687a2d001bc523
,,none,motion_none,wall,poster,object/map_object/ob_1000_1570.ice,bbbf185373bc4b11a3e5f1116be6ccc8
,,none,motion_none,wall,poster,object/map_object/ob_1000_1571.ice,ad49129b5dbc3aecc8777499e6a2106f
,,none,motion_none,wall,poster,object/map_object/ob_1000_1572.ice,fbe2e86cb48b08b1266f502391105ebb
,,none,motion_none,wall,poster,object/map_object/ob_1000_1573.ice,0f3a01aa7ed68b79c2cc52c78f8e35d0
,,none,motion_none,wall,poster,object/map_object/ob_1000_1574.ice,ec6e7c6dd9136a21a5c99b2609a533ea
,,none,motion_none,wall,poster,object/map_object/ob_1000_1575.ice,2c38e3ea3a4c29784705d8a8b0081372
,,none,motion_none,wall,poster,object/map_object/ob_1000_1576.ice,833134a73a4ee000f762fa9eaf858d1e
,,none,motion_none,ground,ground,object/map_object/ob_1000_1577.ice,15ebd38df95dfe6c263939df1eade54b
マザーズチェアー,Mother's Chair,motion,motion_sitdown,ground,ground,object/map_object/ob_1000_1578.ice,40f70af7ca1cd99e0f702d119b646ad4
,,none,motion_none,ground,ground,object/map_object/ob_1000_1579.ice,36ce8d994e8228d48eba7e3b1697d08f
,,none,motion_none,ground,ground,object/map_object/ob_1000_1580.ice,c16893acf0b93f106963a9d5c4b9546c
,,none,motion_none,wall,poster,object/map_object/ob_1000_1581.ice,986bc1e4129959ef6751628d02025b8f
,,none,motion_none,wall,poster,object/map_object/ob_1000_1582.ice,3a7521f77fe0442e079970ab9b06aeee
,,none,motion_none,wall,poster,object/map_object/ob_1000_1583.ice,15adb15a7af8a509f0e0b91c6f9a57db
,,none,motion_none,wall,poster,object/map_object/ob_1000_1584.ice,8380e6a9e5ce836d85a424538d503aa4
,,none,motion_none,ground,ground,object/map_object/ob_1000_1585.ice,2cc9b7b1f145505d88e4fa43fc7e3431
リリーパライト,Lillipan Lamp,none,motion_none,ground,ground,object/map_object/ob_1000_1586.ice,58ad0a1b8deeb104f70483ee9cd617fb,971ca020e08ec78429d68f37fbd245cd
,,none,motion_none,wall,poster,object/map_object/ob_1000_1587.ice,e8ff27fd35e5bd7c0c6f466d2580e6b3
,,none,motion_none,wall,poster,object/map_object/ob_1000_1588.ice,dbdcc64235a13655741d7be46235a116
,,none,motion_none,ground,ground,object/map_object/ob_1000_1589.ice,99ad7804afbf9194dcd364ac6db4473a
,,none,motion_none,ground,ground,object/map_object/ob_1000_1590.ice,fab3042c99661695f58ef5a25694e010,bfcca1e220955bb3976d005771a79304
,,none,motion_none,ground,ground,object/map_object/ob_1000_1591.ice,25aa287a1e740a7692e71cd3642da074,69b5d4cf932b71b92ae76dfcee82f360
,,none,motion_none,ground,ground,object/map_object/ob_1000_1592.ice,3d8de290ae89a652a9a3339f6def7d0c,7754bd7dd057e734f74285cba84aa0bc
,,none,motion_none,ground,ground,object/map_object/ob_1000_1593.ice,4387cbadfc13baf5d755d700676cc0a1,2e6c8e139bdcfe98035fa5dd84b640e6
新年祭2018マット,New Year's 2018 Mat,none,motion_none,ground,ground,object/map_object/ob_1000_1594.ice,6a8b3ad6d7be19df2e2360be0501ba09
,,none,motion_none,wall,poster,object/map_object/ob_1000_1595.ice,d5676324e6f0789f93c4c7354c99014f
,,none,motion_none,ground,ground,object/map_object/ob_1000_1596.ice,ef66ffcfb25b333fbd9054c68b021f52
,,none,motion_none,ground,ground,object/map_object/ob_1000_1597.ice,0dfceb444e87fece73be482ae4c55f8a
,,none,motion_none,ground,ground,object/map_object/ob_1000_1598.ice,2d91d81ea666ded11537676d0beffd33
,,none,motion_none,ground,ground,object/map_object/ob_1000_1599.ice,7e9f955141212fae205f9f03115e6f6b
,,none,motion_none,ground,ground,object/map_object/ob_1000_1600.ice,731588096b4c3d6f0d694845ce8a6930
,,none,motion_none,ground,ground,object/map_object/ob_1000_1601.ice,19568bafddbbcfd04bb1197e7d34c6e4
,,none,motion_none,wall,poster,object/map_object/ob_1000_1602.ice,4c5751eb3a37e1201ac7e1386b191652
ジェネポスター,Gené Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1603.ice,da2e39fe22b1163a902020a754d419a9
デュナポスター,Duna Poster,none,motion_none,wall,poster,object/map_object/ob_1000_1604.ice,62143ca7f39d8ec9c6027336574fea08
モアパネル,Moa Panel,none,motion_none,ground,ground,object/map_object/ob_1000_1605.ice,94b5e145310bf2efbe31079df8d72617
,,none,motion_none,ground,ground,object/map_object/ob_1000_1606.ice,fbf83e3fa763e5b560ceb1ec4ca734e8
『PSO2es』：ポスターB,PSO2es - Poster B,none,motion_none,wall,poster,object/map_object/ob_1000_1607.ice,0322291906695448678d84f9a7953477
オメガフクロウ,Omega Owl,none,motion_none,ground,ground,object/map_object/ob_1000_1608.ice,b78c72f84ebb8f60f43fa8875d2cd5d0
オメガコウモリ,Omega Bat,none,motion_none,ceiling,ground,object/map_object/ob_1000_1609.ice,6c19a64ca31434c99bfac93b80af2b26
オメガモノリス,Omega Monolith,none,motion_none,ground,ground,object/map_object/ob_1000_1610.ice,beb5ed4d73fc0c4a202afc27b7071cec
,,none,motion_none,wall,poster,object/map_object/ob_1000_1611.ice,0a5d3cfa786068f23669850a463d4f13
,,none,motion_none,wall,poster,object/map_object/ob_1000_1614.ice,4a07e6d3e5a0141f18b76f3cc22ce21b
,,none,motion_none,wall,poster,object/map_object/ob_1000_1615.ice,3de66c4d23ecdb592b6d2e0c50571200
,,none,motion_none,wall,poster,object/map_object/ob_1000_1616.ice,381ab3ce5a04e4adb8cbf6059420f634
,,none,motion_none,wall,poster,object/map_object/ob_1000_1617.ice,5fdd22988ed4315c2c309305653efd44
,,none,motion_none,wall,poster,object/map_object/ob_1000_1618.ice,7909f4c54da75e1fb34ee5e18cc6a16b
,,none,motion_none,wall,poster,object/map_object/ob_1000_1619.ice,e6b5cc4e559a9eda9eabab9ae162290c
,,none,motion_none,wall,poster,object/map_object/ob_1000_1620.ice,d22e1c99be3e23d40548fc9ca8f08165
,,none,motion_none,wall,poster,object/map_object/ob_1000_1621.ice,5d218d92e7f502d78dc28a0882d048e8
,,none,motion_none,wall,poster,object/map_object/ob_1000_1622.ice,295c2a4904e14d88486cb5606f1e433b
,,none,motion_none,wall,poster,object/map_object/ob_1000_1623.ice,0de76cd5e21e688ad3c3b866ce813fdb
